[2.240000,2.240000,2.240000,2.240000,2.240000,2.240000,2.240000]
[2.345939,2.345939,2.345939,2.345939,2.345939,2.345939,2.345939]
[2.456889,2.456889,2.456889,2.456889,2.456889,2.456889,2.456889]
[2.573086,2.573086,2.573086,2.573086,2.573086,2.573086,2.573086]
[2.694778,2.694778,2.694778,2.694778,2.694778,2.694778,2.694778]
[2.822226,2.822226,2.822226,2.822226,2.822226,2.822226,2.822226]
[2.955701,2.955701,2.955701,2.955701,2.955701,2.955701,2.955701]
[3.095489,3.095489,3.095489,3.095489,3.095489,3.095489,3.095489]
[3.241888,3.241888,3.241888,3.241888,3.241888,3.241888,3.241888]
[3.395211,3.395211,3.395211,3.395211,3.395211,3.395211,3.395211]
[3.555785,3.555785,3.555785,3.555785,3.555785,3.555785,3.555785]
[3.723953,3.723953,3.723953,3.723953,3.723953,3.723953,3.723953]
[3.900075,3.900075,3.900075,3.900075,3.900075,3.900075,3.900075]
[4.084527,4.084527,4.084527,4.084527,4.084527,4.084527,4.084527]
[4.277702,4.277702,4.277702,4.277702,4.277702,4.277702,4.277702]
[4.480013,4.480013,4.480013,4.480013,4.480013,4.480013,4.480013]
[4.691892,4.691892,4.691892,4.691892,4.691892,4.691892,4.691892]
[4.913792,4.913792,4.913792,4.913792,4.913792,4.913792,4.913792]
[5.146186,5.146186,5.146186,5.146186,5.146186,5.146186,5.146186]
[5.389571,5.389571,5.389571,5.389571,5.389571,5.389571,5.389571]
[5.644468,5.644468,5.644468,5.644468,5.644468,5.644468,5.644468]
[5.911419,5.911419,5.911419,5.911419,5.911419,5.911419,5.911419]
[6.190995,6.190995,6.190995,6.190995,6.190995,6.190995,6.190995]
[6.483794,6.483794,6.483794,6.483794,6.483794,6.483794,6.483794]
[6.790441,6.790441,6.790441,6.790441,6.790441,6.790441,6.790441]
[7.111590,7.111590,7.111590,7.111590,7.111590,7.111590,7.111590]
[7.447928,7.447928,7.447928,7.447928,7.447928,7.447928,7.447928]
[5.788459,7.800173,7.800173,7.800173,7.800173,7.800173,7.800173]
[6.062220,8.169076,8.169076,8.169076,8.169076,8.169076,8.169076]
[6.348929,8.555427,8.555427,8.555427,8.555427,8.555427,8.555427]
[6.649197,8.960051,8.960051,8.960051,8.960051,8.960051,8.960051]
[6.963667,9.383810,9.383810,9.383810,9.383810,9.383810,9.383810]
[7.293008,9.827611,9.827611,9.827611,9.827611,9.827611,9.827611]
[7.637926,10.292401,10.292406,10.292412,10.292401,10.292401,10.292401]
[7.999157,10.779173,10.779179,10.779185,10.779173,10.779173,10.779173]
[8.377472,11.288967,11.288972,11.288979,11.288967,11.288967,11.288967]
[8.773678,11.822871,11.822877,11.822884,11.822871,11.822871,11.822871]
[9.188623,12.382031,12.382032,12.382039,12.382026,12.382034,12.382026]
[9.623193,12.967630,12.967631,12.967639,12.967625,12.967634,12.967631]
[10.078316,13.580926,13.580927,13.580935,13.580920,13.580929,13.580927]
[6.480818,14.223226,14.223227,14.223236,14.223220,14.223230,14.223227]
[6.787323,14.895904,14.895905,14.895914,14.895898,14.895908,14.895905]
[7.108325,15.600396,15.600397,15.600406,15.600389,15.600400,15.600397]
[7.444509,16.338206,16.338207,16.338217,16.338199,16.338210,16.338215]
[7.796592,17.110910,17.110912,17.110922,17.110903,17.110915,17.110919]
[8.165326,17.920159,17.920160,17.920171,17.920152,17.920164,17.920169]
[8.551500,18.767681,18.767682,18.767693,18.767673,18.767686,18.767691]
[8.955937,19.655285,19.655287,19.655298,19.655277,19.655291,19.655296]
[9.379502,20.584869,20.584870,20.584882,20.584860,20.584874,20.584880]
[9.823099,21.558416,21.558425,21.558430,21.558407,21.558422,21.558428]
[10.287676,22.578007,22.578016,22.578022,22.577997,22.578013,22.578019]
[10.774225,23.645818,23.645828,23.645834,23.645808,23.645824,23.645831]
[11.283784,24.764131,24.764141,24.764148,24.764121,24.764138,24.764145]
[11.817443,25.935334,25.935344,25.935351,25.935323,25.935350,25.935348]
[12.376341,27.161928,27.161939,27.161946,27.161917,27.161945,27.161943]
[12.961672,28.446533,28.446544,28.446552,28.446521,28.446551,28.446548]
[10.800870,29.791892,29.791904,29.791912,29.791880,29.791911,29.791914]
[11.311690,27.671197,31.200892,31.200908,31.200866,31.200899,31.200902]
[11.846668,28.979887,32.676517,32.676534,32.676490,32.676524,32.676528]
[12.406948,30.350471,34.221931,34.221948,34.221903,34.221944,31.657697]
[12.993727,31.785876,35.840434,35.840452,31.928029,35.840452,33.154927]
