2, 1.72597, 3.72656, 1.86947, 1, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.05127, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.05127, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.05127, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.05127, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.05127, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.05127, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1.05127, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1.05127, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1.05127, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1.05127, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.10517, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.10517, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.10517, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.10517, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.10517, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.10517, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1.10517, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1.10517, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1.10517, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1.10517, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.16183, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.16183, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.16183, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.16183, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.16183, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.16183, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1.16183, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1.16183, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1.16183, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1.16183, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.2214, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.2214, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.2214, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.2214, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.2214, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.2214, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1.2214, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1.2214, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1.2214, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1.2214, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.28403, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.28403, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.28403, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.28403, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.28403, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.28403, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1.28403, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1.28403, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1.28403, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1.28403, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.34986, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.34986, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.34986, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.34986, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.34986, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.34986, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1.34986, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1.34986, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1.34986, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1.34986, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.41907, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.41907, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.41907, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.41907, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.41907, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.41907, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
3, 37.3992, 5.79977, 3.00126, 1.41907, 0.1, 0.01, 2, 1.93473, 5, 0, 0, 0, 0, 0
0, 38.5362, 9.57946, 3.72495, 1.41907, 0.1, 0.01, 2, 1.83525, 5, 0, 0, 0, 0, 0
4, 41.8731, 2.28124, 6.2655, 1.41907, 0.1, 0.01, 2, 1.95118, 5, 0, 0, 0, 0, 0
5, 41.9063, 10.4773, 1.16291, 1.41907, 0.1, 0.01, 2, 2.13416, 5, 0, 0, 0, 0, 0

2, 1.72597, 3.72656, 1.86947, 1.49182, 0.1, 0.01, 2, 1.96878, 5, 0, 0, 0, 0, 0
9, 3.81622, 5.53172, 4.36571, 1.49182, 0.1, 0.01, 2, 1.89936, 5, 0, 0, 0, 0, 0
8, 6.51104, 1.93551, 0.25529, 1.49182, 0.1, 0.01, 2, 1.99708, 5, 0, 0, 0, 0, 0
7, 11.5677, 1.18748, 3.57709, 1.49182, 0.1, 0.01, 2, 2.19394, 5, 0, 0, 0, 0, 0
1, 18.8831, 4.84382, 5.32344, 1.49182, 0.1, 0.01, 2, 1.85589, 5, 0, 0, 0, 0, 0
6, 38.284, 2.21329, 0.444378, 1.49182, 0.1, 0.01, 2, 2.13141, 5, 0, 0, 0, 0, 0
